Epoch,TrainAccuracy,TrainLoss,ValAccuracy,ValLoss
0,79.44888888888889,0.6471762337402794,88.54415274463007,0.3437055044714472
1,74.08,0.8099853868973121,88.06682577565633,0.4003227307922847
2,76.28444444444445,0.7402161997901214,87.82816229116945,0.38230990955485045
3,72.92444444444445,0.844100125570064,87.58949880668258,0.44057778680137666
4,76.65777777777778,0.7186796351537162,87.11217183770883,0.39931664725932176
5,75.32444444444444,0.7539271104500991,86.87350835322195,0.40140113833492785
6,75.48444444444445,0.7514345185193211,88.06682577565633,0.42374287479442674
7,78.00888888888889,0.6864194449313166,86.63484486873509,0.38309365224953296
8,69.36888888888889,0.8870462747540745,78.99761336515513,0.6180702158008065
9,77.28,0.6972138081406046,87.3508353221957,0.3894220191675055
10,77.70666666666666,0.6787914319311951,86.63484486873509,0.41403804598330224
11,78.04444444444445,0.6669303650696543,87.3508353221957,0.39738516157556586
12,78.50666666666666,0.6663163675795625,86.15751789976133,0.4119981117293176
13,78.86222222222223,0.6535127890094304,89.02147971360382,0.3639107982802117
14,78.86222222222223,0.6453413190908218,89.26014319809069,0.358521569045996
15,79.02222222222223,0.6347673835072188,88.54415274463007,0.3635603628101854
16,78.68444444444444,0.6477972826412607,87.11217183770883,0.4021082077450439
17,81.10222222222222,0.6046449441361308,89.73747016706444,0.33787491659807656
18,78.95111111111112,0.6436121039625288,85.44152744630071,0.45580305981951436
19,81.03111111111112,0.5882543407421225,87.11217183770883,0.36764337170011413
20,82.18666666666667,0.5541776955980189,90.69212410501193,0.31210601813355127
21,81.10222222222222,0.5831760629629525,89.02147971360382,0.3451396704905689
22,81.24444444444444,0.5789469692599092,89.02147971360382,0.3469726368968944
23,80.46222222222222,0.5901187104378781,89.02147971360382,0.3464889605653951
24,82.08,0.5658996815485237,87.3508353221957,0.38326003040842543
25,82.25777777777778,0.5410118561912465,89.49880668257757,0.3355318809678066
26,79.18222222222222,0.640614532343497,84.72553699284009,0.43075412354700354
